"code","version","power","model_year","wheelbase","axles_number","width","length","height","seats_number","doors_number","net_weight","gross_weight","payload","displacement","cylinders_number","passengers_number","wheels_number","distributor_price","transport_cost","other_amounts","purchase_discount","igv_amount","total_purchase_excl_igv","total_purchase_incl_igv","sale_price","margin","family_id","class_id","fuel_id","vehicle_type_id","body_type_id","traction_type_id","transmission_id","currency_type_id"
"105004","CX70 1.6L MT LUXURY","152 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","5","3","4","590","550","648","668","1"
"106001","HONOR S 1.5 MT COMFORTABLE 8 SEATS","153 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","6","3","4","590","550","648","668","1"
"106002","HONOR S 1.5 MT LUXURY 8 SEATS AC","154 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","6","3","4","590","550","648","668","1"
"107001","NEW ALSVIN 1.4 MT COMFORT","155 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107002","NEW ALSVIN 1.4 MT COMFORT GLPT","156 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107003","NEW ALSVIN COMFORTABLE 1.4 MT 4X2","157 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107004","NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GLPT","158 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107005","NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GNVC","159 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107006","NEW ALSVIN ELITE 1.4 MT 4X2","160 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107007","NEW ALSVIN ELITE 1.4 MT 4X2 GLPT","161 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107008","NEW ALSVIN ELITE 1.4 MT 4X2 GNVC","162 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"107009","NEW ALSVIN ELITE 1.4 MT 4X2 VB","163 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","7","3","4","590","550","648","668","1"
"108001","HUNTER ELITE 1.9 MT 4X2","164 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","8","3","4","590","550","648","668","1"
"108002","HUNTER ELITE 1.9 MT 4X4","165 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","8","3","4","590","550","648","668","1"
"109001","GRAND SUPERVAN PLUS 1.5L 11 SEATS","166 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","9","3","4","590","550","648","668","1"
"109002","GRAND SUPERVAN PLUS 1.5L 11 SEATS AC","167 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","9","3","4","590","550","648","668","1"
"110001","GRAND NEW SUPERVAN 1.5L 11 SEATS","168 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110002","GRAND NEW SUPERVAN 1.5L 11 SEATS GLPT","169 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110003","GRAND NEW SUPERVAN 1.5L 11SEATS AC","170 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110004","GRAND NEW SUPERVAN 1.5L 11SEATS AC GLPT","171 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110005","GRAND VAN TURISMO 1.5L 11 PASAJEROS","172 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110006","GRAND VAN TURISMO 1.5L 11 PASAJEROS GLPT","173 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110007","GRAND VAN TURISMO 1.5L 14 PASAJEROS","174 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110008","NEW VAN","175 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110009","NEW VAN CON AC","176 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110010","NEW VAN CON AC GLPT","177 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"110011","NEW VAN GLPT","178 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","10","3","4","590","550","648","668","1"
"111001","NEW CS15 CONFORT 1.5L MT 4X2 GLPT","179 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111002","NEW CS15 CONFORT 1.5L MT 4X2 GNV","180 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111003","NEW CS15 CONFORT 1.5L MT 4X2 GNVC","181 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111004","NEW CS15 ELITE 1.5L DCT 4X2 GLPT","182 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111005","NEW CS15 ELITE 1.5L DCT 4X2 GNV","183 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111006","NEW CS15 ELITE 1.5L DCT 4X2 GNVC","184 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111007","NEW CS15 ELITE 1.5L MT 4X2 GLPT","185 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111008","NEW CS15 ELITE 1.5L MT 4X2 GNV","186 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111009","NEW CS15 ELITE 1.5L MT 4X2 GNVC","187 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111010","NEW CS15 LUXURY 1.5L DCT 4X2 GLPT","188 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111011","NEW CS15 LUXURY 1.5L DCT 4X2 GNV","189 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"111012","NEW CS15 LUXURY 1.5L DCT 4X2 GNVC","190 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","11","3","4","590","550","648","668","1"
"112001","NEW CS35 PLUS LUXURY 1.4T AT 2WD","191 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","12","3","4","590","550","648","668","1"
"113001","CS55 1.5T 6MT COMFORTABLE GLPT","192 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113002","CS55 1.5T 6MT ELITE GLPT","193 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113003","CS55 LUXURY 1.5L AT 4X2 GLPT","194 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113004","CS55 LUXURY 1.5L MT 4X2 GLPT","195 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113005","NEW CS55 PLUS ELITE 1.5 DCT 2WD","196 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113006","NEW CS55 PLUS ELITE 1.5 DCT 2WD GLPT","197 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113007","NEW CS55 PLUS FLAGSHIP 1.5 DCT 2WD GLPT","198 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113008","NEW CS55 PLUS LUXURY 1.5 DCT 2WD","199 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"113009","NEW CS55 PLUS LUXURY 1.5 DCT 2WD GLPT","200 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","13","3","4","590","550","648","668","1"
"114001","CX70 1.5T AT COMFORTABLE GLPT","201 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","14","3","4","590","550","648","668","1"
"114002","CX70 1.5T MT COMFORTABLE GLPT","202 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","14","3","4","590","550","648","668","1"
"114003","CX70 1.6L MT BASIC GLPT","203 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","14","3","4","590","550","648","668","1"
"114004","CX70 1.6L MT LUXURY GLPT","204 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","14","3","4","590","550","648","668","1"
"115001","HONOR S 1.5 MT COMFORTABLE 8 SEATS GLPT","205 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","15","3","4","590","550","648","668","1"
"115002","HONOR S 1.5 MT LUXURY 8 SEATS AC GLPT","206 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","15","3","4","590","550","648","668","1"
"115003","HONOR S LUXURY 1.5 MT 4X2 8SEATS AC GNV","207 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","15","3","4","590","550","648","668","1"
"116001","NEW F70 COMFORT 1.9 MT 4X4","208 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","16","3","4","590","550","648","668","1"
"116002","NEW F70 ELITE 1.9 MT 4X2","209 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","16","3","4","590","550","648","668","1"
"116003","NEW F70 ELITE 1.9 MT 4X4","210 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","16","3","4","590","550","648","668","1"
"117001","UNI-T ELITE 1.5 AT 2WD","211 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","17","3","4","590","550","648","668","1"
"117002","UNI-T LIMITED 1.5 AT 2WD","212 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","17","3","4","590","550","648","668","1"
"118001","UNI-K LIMITED 2.0 AT 4WD","213 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","18","3","4","590","550","648","668","1"
"201001","C3 AMLAT FEEL 1.6 MT 2WD","214 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201002","C3 AMLAT FEEL 1.6 MT 2WD BT","215 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201003","C3 AMLAT FEEL 1.6 MT 2WD GLPT","216 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201004","C3 AMLAT FEEL PACK 1.6 AT 2WD","217 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201005","C3 AMLAT FEEL PACK 1.6 AT 2WD BT","218 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201006","C3 AMLAT FEEL PACK 1.6 AT 2WD GLPT","219 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"201007","C3 SHINE 1.2T AT FL","220 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","19","3","4","590","550","648","668","1"
"202001","C4 CACTUS FEEL 1.6 AT 4X2 MERCOSUR","221 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","20","3","4","590","550","648","668","1"
"202002","C4 CACTUS FEEL 1.6 AT 4X2 MERCOSUR RF","222 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","20","3","4","590","550","648","668","1"
"202003","C4 CACTUS FEEL 1.6 AT 4X2 MERCOSUR RFSC","223 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","20","3","4","590","550","648","668","1"
"202004","C4 CACTUS SHINE 1.6 AT 4X2 MERCOSUR","224 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","20","3","4","590","550","648","668","1"
"202005","C4 CACTUS SHINE 1.6 AT 4X2 MERCOSUR RF","225 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","20","3","4","590","550","648","668","1"
"203001","C5 AIRCROSS 1.6 THP AT6 FEEL","226 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"203002","C5 AIRCROSS 1.6 THP AT6 LIVE","227 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"203003","C5 AIRCROSS FEEL 1.6 AT 2WD MIDLIFE","228 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"203004","C5 AIRCROSS SHINE 1.6 AT 2WD BITONO","229 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"203005","C5 AIRCROSS SHINE 1.6 AT 2WD MIDLIFE","230 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"203006","C5 AIRCROSS SHINE 1.6 AT 4X2 ADVC","231 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","21","3","4","590","550","648","668","1"
"204001","BERLINGO K9 M 1.6 HDI","232 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","22","3","4","590","550","648","668","1"
"204002","BERLINGO K9 XL 1.6 HDI","233 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","22","3","4","590","550","648","668","1"
"204003","BERLINGO M 1.6 MT 4X2","234 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","22","3","4","590","550","648","668","1"
"204004","BERLINGO XL 1.6 MT 4X2","235 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","22","3","4","590","550","648","668","1"
"205001","JUMPER FOURGON L3H2 2.2 HDI","236 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","23","3","4","590","550","648","668","1"
"205002","JUMPER FURGON L4H3 2.2 MT 4X2","237 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","23","3","4","590","550","648","668","1"
"301001","VOLEEX C30 1.5 FASHIONABLE","238 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","24","3","4","590","550","648","668","1"
"301002","VOLEEX C30 1.5 INTELLIGENT","239 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","24","3","4","590","550","648","668","1"
"301003","VOLEEX C30 4X2 LUX","240 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","24","3","4","590","550","648","668","1"
"302001","NEW M4 4X2 COMFORT 1.5","241 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","25","3","4","590","550","648","668","1"
"302002","NEW M4 4X2 LUXURY 1.5","242 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","25","3","4","590","550","648","668","1"
"303001","WINGLE 5 4X2 LUX 2.2 GSL 5MT CD EURO IV","243 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","26","3","4","590","550","648","668","1"
"303002","WINGLE 5 4X2 LUX MT EURO V","244 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","26","3","4","590","550","648","668","1"
"303003","WINGLE 5 4X2 STD 2.2 GSL 5MT CD EURO IV","245 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","26","3","4","590","550","648","668","1"
"303004","WINGLE 5 4X2 STD MT EURO V","246 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","26","3","4","590","550","648","668","1"
"303005","WINGLE 5 D 4X2 LUX","247 - 180 HP","2025","150","0","0","0","0","0","0","700","1235","0","0","3","4","4","0","0","0","0","0","0","0","0","0","26","3","4","590","550","648","668","1"
